Caja Laboral ;Paseo de La Castellana;Paseo de La Castellana, 167;Madrid;España;
Caja Laboral ;Avenida Albufera;Avenida de la Albufera, 33;Madrid;España;
Caja Laboral ;Alcala;Alcala, 316;Madrid;España;
